T2M,2021,-4.49,-1.82,-1.95,3.19,9.98,14.44,18.79,17.99,11.4,4.67,2.76,-1.99,6.12,,,,,,,,,,,,,,,,,
T2M,2022,-4.94,-2.17,-2.75,5,11.72,16.62,18.93,18.66,11.57,8.77,4.3,-0.45,7.15,,,,,,,,,,,,,,,,,
,,-5.505384615,-3.568461538,-0.077692308,5.809230769,11.07615385,15.42384615,17.55769231,17.98,12.91538462,6.782307692,2.561538462,-2.967692308,6.545384615,,,,,,,,,,,,,,,,,
QV2M,2010,2.62,2.99,3.66,5.13,7.69,9.7,10.99,10.74,7.26,4.52,5.37,3.11,6.16,,,,,,,,,,,,,,,,,
QV2M,2011,2.93,2.44,3.6,4.7,7.02,8.67,9.58,8.42,7.08,4.27,3.05,3.36,5.43,,,,,,,,,,,,,,,,,
QV2M,2012,2.38,1.89,3.23,5.62,7.51,9.28,9.16,7.57,6.77,5.86,4.58,2.5,5.55,,,,,,,,,,,,,,,,,
QV2M,2013,2.69,3.05,3.42,5.62,7.26,9.77,9.09,9.16,6.35,5.86,5,2.75,5.86,,,,,,,,,,,,,,,,,
QV2M,2014,3.36,3.6,4.03,5.19,6.96,8.48,10.01,9.22,6.77,5.68,4.21,3.23,5.92,,,,,,,,,,,,,,,,,
QV2M,2015,3.23,2.93,3.66,4.46,7.32,7.93,9.16,8.3,7.75,5.25,4.52,3.54,5.68,,,,,,,,,,,,,,,,,
QV2M,2016,2.69,4.21,4.03,6.04,6.9,10.01,9.4,9.03,7.08,4.88,3.91,2.38,5.86,,,,,,,,,,,,,,,,,
QV2M,2017,1.83,3.3,4.46,4.82,7.02,9.16,9.16,8.61,6.84,5.07,4.52,3.42,5.68,,,,,,,,,,,,,,,,,
QV2M,2018,3.11,2.75,3.78,6.59,7.39,9.58,10.5,9.46,7.14,5.37,3.91,2.87,6.04,,,,,,,,,,,,,,,,,
QV2M,2019,2.62,3.05,3.97,4.88,7.32,10.13,8.73,8.73,6.35,5.31,5.62,3.54,5.86,,,,,,,,,,,,,,,,,
QV2M,2020,2.62,3.36,3.97,3.85,6.16,9.46,9.77,8.85,7.93,6.77,4.09,3.72,5.86,,,,,,,,,,,,,,,,,
QV2M,2021,3.05,3.6,3.23,4.39,6.77,9.4,10.31,8.79,6.23,4.52,4.52,3.54,5.74,,,,,,,,,,,,,,,,,
QV2M,2022,2.75,3.17,2.69,4.82,6.53,8.42,8.3,9.64,7.51,6.04,4.88,3.85,5.74,,,,,,,,,,,,,,,,,
,,2.76,3.103076923,3.671538462,5.085384615,7.065384615,9.23,9.550769231,8.963076923,7.004615385,5.338461538,4.475384615,3.216153846,5.798461538,,,,,,,,,,,,,,,,,
GWETTOP,2010,0.67,0.71,0.75,0.75,0.7,0.7,0.71,0.61,0.55,0.59,0.58,0.69,0.66,,,,,,,,,,,,,,,,,
GWETTOP,2011,0.71,0.71,0.72,0.7,0.66,0.62,0.54,0.43,0.32,0.36,0.35,0.39,0.54,,,,,,,,,,,,,,,,,
GWETTOP,2012,0.42,0.43,0.55,0.65,0.63,0.59,0.39,0.33,0.31,0.38,0.44,0.47,0.46,,,,,,,,,,,,,,,,,
GWETTOP,2013,0.55,0.63,0.72,0.73,0.61,0.62,0.55,0.43,0.45,0.52,0.49,0.51,0.56,,,,,,,,,,,,,,,,,
GWETTOP,2014,0.5,0.55,0.55,0.57,0.66,0.64,0.61,0.52,0.45,0.46,0.51,0.6,0.55,,,,,,,,,,,,,,,,,
GWETTOP,2015,0.66,0.69,0.69,0.67,0.6,0.51,0.42,0.34,0.37,0.51,0.49,0.6,0.55,,,,,,,,,,,,,,,,,
GWETTOP,2016,0.61,0.63,0.63,0.62,0.66,0.65,0.49,0.45,0.42,0.59,0.68,0.67,0.59,,,,,,,,,,,,,,,,,
GWETTOP,2017,0.66,0.69,0.67,0.64,0.62,0.56,0.49,0.37,0.38,0.48,0.55,0.66,0.56,,,,,,,,,,,,,,,,,
GWETTOP,2018,0.67,0.7,0.73,0.7,0.55,0.54,0.63,0.48,0.38,0.34,0.35,0.41,0.54,,,,,,,,,,,,,,,,,
GWETTOP,2019,0.46,0.6,0.58,0.54,0.61,0.62,0.46,0.38,0.31,0.35,0.41,0.47,0.48,,,,,,,,,,,,,,,,,
GWETTOP,2020,0.48,0.5,0.53,0.46,0.5,0.6,0.56,0.42,0.41,0.55,0.61,0.66,0.52,,,,,,,,,,,,,,,,,
